    0.254106767597314820E+00    0.739274065675497809E+02   -0.193100666489038773E+02   -0.367261497810756321E+01   -0.526026925821751146E+01    0.407283274241627413E-01   -0.221019339530854637E+02
    0.381066878796105790E+00    0.578323788137993304E+02   -0.197219619894026721E+02   -0.450877248311405232E+01   -0.522686055611078437E+01    0.668048264292652599E-01   -0.216326613887783736E+02
    0.330475817974241415E+00    0.589397592223663622E+02   -0.197254653311132273E+02   -0.591484205238378724E+01    0.157375289773511096E+01    0.644733121301341583E-01   -0.201795758123747007E+02
    0.341121522186912163E+00    0.572496094931240265E+02   -0.197811550439332962E+02   -0.475223144174858536E+01   -0.244620134028673153E+01    0.688685389948624355E-01   -0.199803514791209693E+02
    0.244592523465281181E+00    0.782696977374810388E+02   -0.191330241020204639E+02   -0.963511126947462238E+01   -0.567073097918376945E+01    0.366598081406367821E-01   -0.192799272626378624E+02
    0.339304988095204818E+00    0.622159488356905541E+02   -0.195781400983429457E+02   -0.925184092661040225E+01    0.239908995750415599E+01    0.572008363284794707E-01   -0.186365244227407274E+02
    0.235883995961986920E+00    0.700624813002804103E+02   -0.193790052221919389E+02   -0.692197226016613243E+01    0.221976450982699269E+01    0.458948482153646586E-01   -0.184072253285203402E+02
    0.308060808996645674E+00    0.693788402302841405E+02   -0.193610733775683315E+02   -0.777657396444686277E+01   -0.722746718610009609E+00    0.461247896860899481E-01   -0.180599220052975014E+02
    0.376658322694697845E+00    0.574663083149956435E+02   -0.197514463425024971E+02   -0.535967269777026356E+01    0.203920264740453838E+01    0.671444369388984330E-01   -0.180518056136376295E+02
    0.243950864170501491E+00    0.733289543700552287E+02   -0.192697932412882977E+02   -0.927598858565005990E+01    0.826761068012930700E+00    0.421735469565000173E-01   -0.179609031803825339E+02
    0.280521358792743924E+00    0.722104581930314708E+02   -0.192909156948660190E+02   -0.951791082265726907E+01   -0.276200876431608444E+01    0.424608286616446479E-01   -0.178500678714716443E+02
    0.223563023994394844E+00    0.789544265583336653E+02   -0.191256159417174771E+02   -0.826955294602034741E+01    0.147652333244017608E+01    0.359258290122819318E-01   -0.178460017150685921E+02
    0.328829953652643225E+00    0.633522392012291533E+02   -0.195746483208313862E+02   -0.472876553367909658E+01   -0.205365416036684589E+01    0.562542338633857456E-01   -0.177630479047507350E+02
    0.290523755655134608E+00    0.722955225328248758E+02   -0.192839792079612700E+02   -0.716856872420131452E+01   -0.327971297993023203E+01    0.426553677200632309E-01   -0.177350099174897728E+02
    0.274298687559388354E+00    0.650833587170437937E+02   -0.195325097594278709E+02   -0.795139886377616989E+01    0.942593388278298860E-01    0.530257433642662146E-01   -0.177003098785736483E+02
    0.255232896649702723E+00    0.682566005231126667E+02   -0.194371099460061885E+02   -0.849218247304164642E+01   -0.167613902918255242E+01    0.483046225188831641E-01   -0.176896635688054893E+02
    0.323884950375250280E+00    0.619641579601834351E+02   -0.196046931954463837E+02   -0.436731579010305548E+01   -0.528433963950847740E+01    0.591351870548617181E-01   -0.175694887344854855E+02
    0.252868739098142559E+00    0.668005121432008195E+02   -0.194724033322199475E+02   -0.792254933881525059E+01   -0.403559590602635065E+01    0.500327693996164835E-01   -0.175473014769072861E+02
    0.330629488443683450E+00    0.670786939639451987E+02   -0.194628443877637167E+02   -0.434903218343055453E+01    0.118106208931407508E+01    0.498987100623636548E-01   -0.175395562097459816E+02
    0.275850976500168765E+00    0.656175422921804881E+02   -0.194908955483208715E+02   -0.743522577194401535E+01    0.167781744329105820E+01    0.524398165649510306E-01   -0.174778061558366993E+02
    0.333330533193441358E+00    0.647433261284186869E+02   -0.194937048611644350E+02   -0.873846369430038195E+01   -0.456702926871698445E+00    0.536922945749594982E-01   -0.174142237520095264E+02
    0.337557914724334607E+00    0.620745907812391664E+02   -0.196073690240292393E+02   -0.534985344129147133E+01   -0.493783575103466532E+01    0.587055064726415277E-01   -0.173365040271330884E+02
    0.349563019461628766E+00    0.587781668754283544E+02   -0.197163764570737570E+02   -0.911775898341907265E+01   -0.378802183614999954E+00    0.642800045082699001E-01   -0.172840057062292161E+02
    0.253408891988013363E+00    0.750083433552578214E+02   -0.192315730647556329E+02   -0.695266407500285855E+01   -0.479687528331863167E+01    0.398396045932836035E-01   -0.172620347863025927E+02
    0.250664053170754852E+00    0.757531148684762172E+02   -0.191967940661481506E+02   -0.985728579282615947E+01   -0.515643949315222461E+01    0.392797697842350163E-01   -0.172167289976973841E+02
    0.263557147440282746E+00    0.698263408511892152E+02   -0.193761637437385588E+02   -0.723786651250565516E+01    0.270576657686679845E+01    0.466382924012383529E-01   -0.171820118897721841E+02
    0.299359553042941928E+00    0.698418616754758830E+02   -0.193511730433420794E+02   -0.564710366539257880E+01    0.138643606258260288E+01    0.455088867145554340E-01   -0.171259610066744017E+02
    0.280081679488775215E+00    0.727003645612502964E+02   -0.192736189105760118E+02   -0.658641970989521042E+01   -0.356485241759579097E+01    0.426847873694657515E-01   -0.170650059522962856E+02
    0.347066389772122341E+00    0.583287452698323250E+02   -0.197494088626823583E+02   -0.409720319454725423E+01   -0.498076378459093494E+01    0.664441415564406834E-01   -0.170596800896670047E+02
    0.356171761674784149E+00    0.570798376651752406E+02   -0.197841177579941956E+02   -0.489126860730448865E+01    0.142477444755531302E+01    0.685758174919545160E-01   -0.170529836005080782E+02
    0.369904646596840192E+00    0.599844120652426369E+02   -0.196641189707441129E+02   -0.559640313674361334E+01   -0.643574411777641409E+00    0.619645617929685949E-01   -0.169444436026892156E+02
    0.309471850061373344E+00    0.618419446528874417E+02   -0.196328249594190041E+02   -0.448450418978839860E+01   -0.415553842901444437E+01    0.580331257736210332E-01   -0.166923822986916832E+02
    0.265784786915945259E+00    0.684748750784555682E+02   -0.194044708275547571E+02   -0.979632204759940706E+01   -0.194981774633933469E+01    0.472740391860974885E-01   -0.166719430391723762E+02
    0.303716637476928786E+00    0.631427974830109235E+02   -0.195794362006774776E+02   -0.901661111443240237E+01   -0.396862784736792795E+01    0.569326837825568366E-01   -0.166612253962908987E+02
    0.266559231879741620E+00    0.665961149764360414E+02   -0.194847252187714055E+02   -0.640167185887749124E+01   -0.265448717824784497E+01    0.507503846092337285E-01   -0.166462327769442915E+02
    0.249860251548914586E+00    0.700041106921937342E+02   -0.193707805480789901E+02   -0.701889395850560582E+01   -0.914109258761367727E+00    0.462253253352830906E-01   -0.166206466072805910E+02
    0.312094378632255809E+00    0.648710133405157592E+02   -0.194956346297222964E+02   -0.804426326868949459E+01   -0.540454312065993303E+01    0.533324852104804376E-01   -0.165664384921899455E+02
    0.319818093470166209E+00    0.621820969296155539E+02   -0.195942441561678145E+02   -0.964970582666692778E+01    0.248433884792015469E+01    0.587461939085135026E-01   -0.165301963252521062E+02
    0.377608656504603291E+00    0.564499536315980848E+02   -0.197972370938995468E+02   -0.468511106592103843E+01   -0.341672541982905642E+00    0.704503204543086292E-01   -0.164740872735110138E+02
    0.261906016464116320E+00    0.687554660140516205E+02   -0.194182934350495344E+02   -0.849349525788088400E+01   -0.523795449587803930E+01    0.477195177827542394E-01   -0.164630327329582862E+02
    0.290537973371722769E+00    0.669673711067054569E+02   -0.194615939798083986E+02   -0.586116659110808147E+01    0.146657355025058855E+01    0.493220399087013137E-01   -0.164450557204470265E+02
    0.298575778130224012E+00    0.668114632765490200E+02   -0.194670903779661408E+02   -0.578641332910625827E+01    0.265596209131047623E+01    0.497988395785084539E-01   -0.164351440388806793E+02
    0.339120669427216970E+00    0.629596009146268614E+02   -0.195580613536619197E+02   -0.551456517889881059E+01   -0.575576902293777337E+01    0.558624478015142950E-01   -0.163978118177804504E+02
    0.327679634254842755E+00    0.595188332493599859E+02   -0.196866308089976307E+02   -0.460829115510120868E+01   -0.450834843679457986E+01    0.634206606784611659E-01   -0.163901010488374581E+02
    0.374676731000491037E+00    0.580961997680248103E+02   -0.197248510639288597E+02   -0.469704862920469601E+01    0.205760628463867690E+01    0.659236555394152046E-01   -0.163569609442178177E+02
    0.252689614082290792E+00    0.724651221253227220E+02   -0.192960857509949584E+02   -0.984437737499050769E+01   -0.577923510294734211E+01    0.421153147543011849E-01   -0.163521368562202554E+02
    0.257397189675305449E+00    0.704461313554541135E+02   -0.193679282747931296E+02   -0.737680365214631362E+01   -0.159408967142411040E+01    0.454269478562324344E-01   -0.163440843067861223E+02
    0.363760476296708490E+00    0.583058999903388795E+02   -0.197284256149180166E+02   -0.621359252159385278E+01    0.290637645718031834E+01    0.657195292168917811E-01   -0.163304550152522978E+02
    0.245796943869152795E+00    0.723698199592409139E+02   -0.193121095802325762E+02   -0.599348763593871148E+01   -0.525912789607157549E+01    0.424470705104290982E-01   -0.162870414541425497E+02
    0.244553431742332988E+00    0.713192019452162498E+02   -0.193315967885989757E+02   -0.602673270294042229E+01   -0.420247321667031493E+01    0.436160589941848864E-01   -0.162659891468606048E+02
    0.259604911878268840E+00    0.723375731367255383E+02   -0.193006105823082343E+02   -0.894132510091910149E+01   -0.559605895823677457E+01    0.422756266851796528E-01   -0.162077504154391647E+02
    0.350465248254452910E+00    0.582426540888612578E+02   -0.197300363262670118E+02   -0.825732298529339204E+01    0.229650601028232870E+00    0.665630400691246960E-01   -0.162032804398072763E+02
    0.286560452213297179E+00    0.640820547775791880E+02   -0.195595000093144691E+02   -0.938047197963675572E+01    0.227623759867110032E+01    0.547959148519885642E-01   -0.161834598932114488E+02
    0.317271084148483429E+00    0.680227965517927089E+02   -0.193985353943104784E+02   -0.893706284487152658E+01    0.140002822425105578E+01    0.483470555612649094E-01   -0.161494191130619278E+02
    0.456535223652054234E+00    0.548214277948170761E+02   -0.198612683676909150E+02   -0.393605410589557003E+01    0.374680358012343895E+00    0.741847994695920554E-01   -0.161390317001791708E+02
    0.333185037653816796E+00    0.615483918108933068E+02   -0.196260912548394906E+02   -0.592868155756851056E+01    0.167356990279791340E+01    0.585705575483423183E-01   -0.161143928036291619E+02
    0.367803861011661404E+00    0.568742130214797328E+02   -0.197805157355372430E+02   -0.443683133313900058E+01    0.176816294605854196E+01    0.691738818551788093E-01   -0.161120033486354188E+02
    0.318127446267496228E+00    0.668979082014478479E+02   -0.194498684556895896E+02   -0.878241841153655578E+01   -0.878695298066531905E+00    0.497359047605836352E-01   -0.160831209470872913E+02
    0.334625662928157486E+00    0.592911485490081489E+02   -0.196907125730247330E+02   -0.588938942826186729E+01   -0.293444167996137306E+01    0.632262062048475348E-01   -0.160655718137118555E+02
    0.296584582959825538E+00    0.659497019360349697E+02   -0.194691790768440356E+02   -0.567533988243124821E+01   -0.146248479538186693E+01    0.511370518608860111E-01   -0.160574830113363021E+02
    0.345198881735801211E+00    0.586336721755097443E+02   -0.197106757097147565E+02   -0.952577736994536295E+01   -0.457547208683216411E+00    0.656130592560960901E-01   -0.160529231687500982E+02
    0.271476308712497338E+00    0.676400377707015963E+02   -0.194265570992915002E+02   -0.844529053421293341E+01    0.243840616180654912E+01    0.486139516335262339E-01   -0.160486933339813440E+02
    0.321080805036731864E+00    0.670418397848285821E+02   -0.194361958576127947E+02   -0.787643539861160669E+01    0.224175639270478122E+00    0.502988565110052271E-01   -0.160378453868665893E+02
    0.328903102390597002E+00    0.651499506534043604E+02   -0.195002667294629042E+02   -0.612618082593706781E+01   -0.401592279891817849E+01    0.532948674693947133E-01   -0.160337603283297518E+02
    0.391588157677610627E+00    0.584355875643233347E+02   -0.197545941999067907E+02   -0.352203997996482254E+01   -0.503322831970663565E+01    0.658975534885631875E-01   -0.160128921138661049E+02
    0.336653452624312788E+00    0.603835978455309856E+02   -0.196602921110495608E+02   -0.474018075459993327E+01    0.267991795648788411E+01    0.621329625446026268E-01   -0.159963463399221943E+02
    0.343802225130499239E+00    0.585833893556447691E+02   -0.197379754174816071E+02   -0.451912075077412290E+01   -0.430049524135259986E+00    0.656680870048865217E-01   -0.159861754964677587E+02
    0.296087508255315823E+00    0.666096010229840658E+02   -0.194750332635486529E+02   -0.833610346965171445E+01   -0.145614602826631057E+01    0.504612556488768793E-01   -0.159793322375505333E+02
    0.255430398060462194E+00    0.742299696639222901E+02   -0.192378279287403586E+02   -0.828358288545973664E+01   -0.501743143792750423E+01    0.403768890622398860E-01   -0.159782294987894637E+02
    0.340990154404632873E+00    0.599459086048495493E+02   -0.196584900299767682E+02   -0.892677189019680029E+01   -0.290588326550125631E+01    0.622346872605498494E-01   -0.159716705207072884E+02
    0.344182485638653057E+00    0.596611242773253991E+02   -0.196912860831232308E+02   -0.441515663964960048E+01   -0.560332506011713605E+01    0.636027974765932952E-01   -0.159601219979415152E+02
    0.338581220696896557E+00    0.601070116545269855E+02   -0.196600710432664059E+02   -0.474587583122420220E+01   -0.513986978986292176E+01    0.625471450647201860E-01   -0.159486458502579147E+02
    0.308980461126798056E+00    0.672662564749571885E+02   -0.194529140688881768E+02   -0.458752388024882052E+01    0.272169104294617803E+01    0.499718714891514287E-01   -0.159395667882354584E+02
    0.343136193734159212E+00    0.577253712424497891E+02   -0.197976847102080598E+02   -0.382575449797245781E+01   -0.181815237850999090E+01    0.668867204307113938E-01   -0.159295301033999639E+02
    0.295859964098545480E+00    0.671503527397509714E+02   -0.194324712467553447E+02   -0.800079573444027403E+01   -0.312270062024928841E+01    0.501923479326116945E-01   -0.158948756384976839E+02
    0.318595996151501415E+00    0.608578848609816987E+02   -0.196550548603252793E+02   -0.846738816096505431E+01   -0.292306111359055087E+01    0.609080753478402001E-01   -0.158842261176290371E+02
    0.231726782629862599E+00    0.748685825200077488E+02   -0.192397804806469708E+02   -0.508035135011955141E+01   -0.356336659862346883E+01    0.401694696049172614E-01   -0.158798070571363681E+02
    0.263312289380509323E+00    0.672401695233821641E+02   -0.194475600710402077E+02   -0.523532405879193607E+01   -0.129159231072359137E+01    0.496702354590588535E-01   -0.158670133189155855E+02
    0.315016318429398257E+00    0.653154932819553835E+02   -0.194816868149282350E+02   -0.606264716209873455E+01   -0.148280310480525035E+01    0.527222282755228505E-01   -0.158547936894090817E+02
    0.359556388755843837E+00    0.609156374259947810E+02   -0.196225258990231453E+02   -0.597126002182695981E+01    0.285077023232773819E+01    0.598951306134613282E-01   -0.158535733890052359E+02
    0.264271063156818031E+00    0.655347282703684471E+02   -0.195106953375446039E+02   -0.993933573204835596E+01   -0.590045494018522021E+00    0.520608830234543310E-01   -0.158385769833007224E+02
    0.281235392834555786E+00    0.665791297266471673E+02   -0.194542918005098713E+02   -0.832618946345493960E+01   -0.139490359551068899E+01    0.505918752978513908E-01   -0.158263468023348395E+02
    0.237851918307192434E+00    0.728680479714038967E+02   -0.193004487007058714E+02   -0.611753259466718280E+01    0.464318788315180697E+00    0.421592387459845397E-01   -0.158126786250573694E+02
    0.331398621102286017E+00    0.613171260480359166E+02   -0.196313078987380365E+02   -0.666268815452082563E+01   -0.490062452259413206E+01    0.602499290888907080E-01   -0.157952680171740649E+02
    0.256790868354306479E+00    0.735919860709677494E+02   -0.192629736364332373E+02   -0.659695943117245864E+01   -0.553052929708202168E+01    0.409426700222696657E-01   -0.157856594441203519E+02
    0.363456659152404771E+00    0.598039742979289599E+02   -0.196663228741661698E+02   -0.681717354926877839E+01   -0.476927579782596389E+01    0.621139613808369961E-01   -0.157662462654210778E+02
    0.333303083207330597E+00    0.659012729220391833E+02   -0.194621937586423250E+02   -0.537960560482176930E+01   -0.163161933459822706E+01    0.515338935502109782E-01   -0.157628906920093357E+02
    0.353388535799075809E+00    0.579145032915395248E+02   -0.197353691269476350E+02   -0.777257154223224589E+01   -0.136010699894396137E+01    0.665084285788159757E-01   -0.157512885374948315E+02
    0.235513951184927128E+00    0.716208155527075974E+02   -0.193279357765771884E+02   -0.869028745669562497E+01    0.128977650710912872E+01    0.436849601745289487E-01   -0.157399875956993576E+02
    0.310863978066485858E+00    0.611808150787308449E+02   -0.196440021317007840E+02   -0.714597793605605958E+01   -0.180511679703899564E+01    0.603479758346708375E-01   -0.157274961813415057E+02
    0.325756449956744132E+00    0.625084536828752633E+02   -0.195984959070185170E+02   -0.886044106342246529E+01   -0.594065748901045776E+01    0.572314193648623404E-01   -0.157205935941071306E+02
    0.333940302630569674E+00    0.589969177430520730E+02   -0.197127667947315786E+02   -0.796627388928094238E+01   -0.153854735008095034E+01    0.640472016756760132E-01   -0.157126276093090347E+02
    0.353949144979105457E+00    0.610449691417781111E+02   -0.196260214767984174E+02   -0.644475247788681038E+01    0.711578631788635008E+00    0.607251187338105625E-01   -0.157034456334712509E+02
    0.324639496592079302E+00    0.594520719083735329E+02   -0.197008555865053729E+02   -0.790805695090815597E+01   -0.429148489024422553E+01    0.634960566247845110E-01   -0.157010794807272962E+02
    0.276742161684363552E+00    0.711394380077499733E+02   -0.193355874455624033E+02   -0.964852337585137043E+01   -0.505391183645910402E+00    0.445548172094791736E-01   -0.156912790511132094E+02
    0.295399276220598250E+00    0.687859590417522924E+02   -0.193795477395301781E+02   -0.611150423492000261E+01   -0.211039953999741137E+01    0.475208246486056030E-01   -0.156729345108239055E+02
    0.335723980714100589E+00    0.605269018974033060E+02   -0.196430690345477714E+02   -0.667668634332992283E+01    0.192841620672234093E+00    0.616849522990009919E-01   -0.156647335178953959E+02
    0.278832954529676824E+00    0.659297312182546023E+02   -0.194903198727648856E+02   -0.761136720698249647E+01   -0.452263126786518477E+01    0.508564843440875852E-01   -0.156594611526451857E+02
    0.300818451165531742E+00    0.667636998704771543E+02   -0.194473188673318163E+02   -0.847709309107668396E+01   -0.299953700349124830E+01    0.495856587512968558E-01   -0.156547759465606244E+02
    0.346703429833400356E+00    0.578879775605233391E+02   -0.197446773938498126E+02   -0.879158805652700615E+01   -0.101115630295128245E+01    0.666520175595103487E-01   -0.156439551031572357E+02
    0.325409521722175077E+00    0.612095302773507370E+02   -0.196430296852606929E+02   -0.614814250612697322E+01   -0.247839191209880028E+01    0.599458466884187913E-01   -0.156425188098602028E+02
    0.251813301472198270E+00    0.712479282093056270E+02   -0.193234304657772427E+02   -0.994525780839403595E+01   -0.444576649616091846E+01    0.441482372142336377E-01   -0.156284891170295239E+02
    0.270714269103665250E+00    0.686513937740022016E+02   -0.194195749479627651E+02   -0.486371836335096930E+01    0.653674681438953797E+00    0.470055252133598500E-01   -0.156282611619349883E+02
    0.398336251746216952E+00    0.542192799784559014E+02   -0.198943526793473850E+02   -0.436489188057801325E+01    0.259390494397573335E+01    0.756564070894593377E-01   -0.156148626653133000E+02
    0.336859828501169134E+00    0.604283290220277323E+02   -0.196559020689855117E+02   -0.529436648448833669E+01   -0.373132277614252494E+01    0.620834846735437429E-01   -0.156128465054519054E+02
    0.331044197769463089E+00    0.663333852849386574E+02   -0.194699605800008051E+02   -0.477192587303978577E+01    0.169930481096615793E+01    0.511874680043452879E-01   -0.156097738940705533E+02
    0.364512736474579158E+00    0.587207728608698858E+02   -0.197104879414253560E+02   -0.871273794986324468E+01   -0.761956671476081482E+00    0.651502080511119630E-01   -0.155849522441126709E+02
    0.369144226003951914E+00    0.575297836921741919E+02   -0.197484916940257165E+02   -0.667491362518257514E+01    0.183593166661373886E+01    0.676881645440185475E-01   -0.155815880411772749E+02
    0.333919012804699600E+00    0.631092100771964866E+02   -0.195714594617560920E+02   -0.687447478013070068E+01    0.146930209521497801E+01    0.566115547391069646E-01   -0.155739773118014675E+02
    0.269377014428592354E+00    0.698356546564434097E+02   -0.193817174319406256E+02   -0.828442576312994383E+01   -0.212539010152711194E+01    0.456723128423348335E-01   -0.155448593459944711E+02
    0.296051795216107083E+00    0.623192111711339152E+02   -0.196131760611736290E+02   -0.631134294609656177E+01   -0.448753236162910163E+01    0.577520915543664332E-01   -0.155114011747768625E+02
    0.269756245319177856E+00    0.682247197985752507E+02   -0.194137332924185131E+02   -0.603759322734933424E+01   -0.564102259477811430E+01    0.475696719545375402E-01   -0.155086921067936565E+02
