    0.285779643656871751E+00    0.520362766041018077E+02   -0.200183930600662805E+02   -0.972902553111900481E+01   -0.186506730159256051E+01   -0.256537492957551549E+02
    0.351292900913244943E+00    0.522584903417327880E+02   -0.199626860949175153E+02   -0.810489402270002657E+01    0.123555575994439870E+01   -0.242497607446313275E+02
    0.291241301273104547E+00    0.842025247969732789E+02   -0.189693046438969759E+02   -0.804833866799348741E+01   -0.567541141183469655E+01   -0.233604680939794136E+02
    0.299058857025346680E+00    0.688913101797554361E+02   -0.194027136463822316E+02   -0.603365070101857448E+01    0.327371614966533997E+00   -0.233027339993433174E+02
    0.329251232822011575E+00    0.611360682703230651E+02   -0.196453462583149090E+02   -0.938688083221999570E+01   -0.179303728871991019E+01   -0.232059148255380414E+02
    0.291487399301347982E+00    0.991939234526136033E+02   -0.186126835062671390E+02   -0.943134832771351483E+01    0.844977352835128315E+00   -0.226840965553435545E+02
    0.344995679443034386E+00    0.918873938876109548E+02   -0.187451954839260466E+02   -0.602067273264144198E+01   -0.195503540592453184E+01   -0.226249340310036082E+02
    0.318869217671415850E+00    0.911809982494985434E+02   -0.187516543287382724E+02   -0.898428202322082825E+01    0.716886571604197442E+00   -0.226013523891758226E+02
    0.271971558272269487E+00    0.720478014211502682E+02   -0.192901096959792078E+02   -0.683812731586633316E+01    0.168121040377284636E+01   -0.224755966517883081E+02
    0.314616460594188796E+00    0.883229223464281432E+02   -0.188544959321950287E+02   -0.928800232374256574E+01    0.180515491510071246E+01   -0.223683027708826785E+02
    0.336761103504712556E+00    0.541776143261031606E+02   -0.199004427326441515E+02   -0.867346189967618031E+01    0.785368070202236979E+00   -0.222674613843104581E+02
    0.282126805324984908E+00    0.855809609738361701E+02   -0.189175474537996315E+02   -0.449736685333690289E+01   -0.501116172235426838E+01   -0.222458609470450561E+02
    0.286538725465960542E+00    0.846820460987902948E+02   -0.189568466659840986E+02   -0.842910899339205777E+01   -0.273910830538651950E+00   -0.220798201247858081E+02
    0.305014977778569896E+00    0.844396223143394593E+02   -0.189662056804900203E+02   -0.453220900736957688E+01   -0.375824283120267433E+01   -0.219991563228071811E+02
    0.302292590611942968E+00    0.613928426025999840E+02   -0.196507761918555843E+02   -0.540764272199034401E+01   -0.231270549514733403E+01   -0.218682017939505755E+02
    0.309035010331843774E+00    0.728568568755889032E+02   -0.192747739169323857E+02   -0.876151410125622299E+01    0.853619326705324255E+00   -0.218375007328965935E+02
    0.342579190353922924E+00    0.878310876414232808E+02   -0.188338495464518196E+02   -0.797074378712780973E+01    0.738411936820936532E+00   -0.216087197104412319E+02
    0.270239516773251864E+00    0.764663810334787115E+02   -0.191785056692497022E+02   -0.710164676333330291E+01   -0.196219148518657960E+01   -0.215700605004602259E+02
    0.267599357856606990E+00    0.617329960672241711E+02   -0.196415763067057725E+02   -0.676665598290062320E+01   -0.371919275378910363E+01   -0.215397292126539952E+02
    0.270681546805494722E+00    0.833403177368751074E+02   -0.189915133871245772E+02   -0.678820829513887247E+01   -0.139417365018399231E+01   -0.214698999100303318E+02
    0.282599145957349251E+00    0.744704762740670247E+02   -0.192107374970150815E+02   -0.720952375282906832E+01    0.113973344303002655E+01   -0.214490593784739474E+02
    0.342435518646184489E+00    0.506443230692786130E+02   -0.200380452910200901E+02   -0.992646275748851892E+01   -0.484782431623008492E+01   -0.214259017032236265E+02
    0.345304673803594420E+00    0.874228646428994125E+02   -0.188650343642187295E+02   -0.471566870263752591E+01    0.241604551093734798E+00   -0.212915309579922152E+02
    0.302116361776371134E+00    0.730233242053164560E+02   -0.192420632694712950E+02   -0.734905876924615953E+01   -0.169801683392904224E+01   -0.211250743492071074E+02
    0.270542888835717699E+00    0.511324257034246088E+02   -0.200512345795285469E+02   -0.740367550658343454E+01    0.124566129159958550E+01   -0.211167065761079940E+02
    0.332923218899270235E+00    0.733550897299989515E+02   -0.192294402526915960E+02   -0.490306692309176739E+01    0.100975805522717543E+01   -0.211014941123928139E+02
    0.329244379693960143E+00    0.697093815846781126E+02   -0.193345116400626331E+02   -0.771342471518802064E+01    0.140480579750266443E+01   -0.210604248719998530E+02
    0.272156951993004159E+00    0.653921545019326516E+02   -0.195034906814299660E+02   -0.670412213279353608E+01   -0.117035448611841453E+00   -0.209904844461345164E+02
    0.316940488914196961E+00    0.706731152700366749E+02   -0.193356585886264369E+02   -0.961251552764280248E+01   -0.285736563584612302E+01   -0.209821853887589853E+02
    0.268544676659804027E+00    0.952750689639890709E+02   -0.186920644035401970E+02   -0.780331520129864398E+01    0.234882831836068284E+01   -0.209763145129647555E+02
    0.332754669521738822E+00    0.596535826554893376E+02   -0.196727892128584543E+02   -0.818359709728713192E+01   -0.100106229221260357E+01   -0.209485291673665444E+02
    0.333931165000581343E+00    0.505053674986121877E+02   -0.200530569154113394E+02   -0.855306146484442387E+01    0.293100180654594844E+01   -0.209406956964085929E+02
    0.324524015102587493E+00    0.529474607850282339E+02   -0.199577980944413333E+02   -0.718345209935053219E+01    0.191560348609059172E+01   -0.208419151232265847E+02
    0.292220760469860841E+00    0.999585949849600865E+02   -0.186087022913752804E+02   -0.478202970481626721E+01    0.281750264909620540E+01   -0.208282364419007493E+02
    0.299777553206164116E+00    0.723723305945841133E+02   -0.192921230053565829E+02   -0.855225422405337632E+01   -0.447297725990813788E+01   -0.208008356718479774E+02
    0.310966358556197142E+00    0.879498290316859368E+02   -0.188347955929411270E+02   -0.874554638243653848E+01   -0.464979038499991582E+01   -0.207923470004245630E+02
    0.278096712860613660E+00    0.665635642629993214E+02   -0.194899224833613651E+02   -0.443532392921195218E+01   -0.157027456865063808E+01   -0.207679145942299570E+02
    0.269610643996922861E+00    0.736502102534849143E+02   -0.192567887314517456E+02   -0.797030971118794263E+01    0.255283610680658413E+01   -0.207573424165928415E+02
    0.291275500705914014E+00    0.811759945168427635E+02   -0.190188149499863357E+02   -0.647432435733576916E+01    0.462071081130240202E+00   -0.207133272894530833E+02
    0.312162473226098636E+00    0.910124639902477668E+02   -0.187762622236537204E+02   -0.476380228504944370E+01    0.202900931347604896E+01   -0.207038811803607636E+02
    0.340844379246544649E+00    0.865328621774959572E+02   -0.188756583054543547E+02   -0.599057715782641775E+01    0.122027629156388251E+01   -0.206550025337074814E+02
    0.293474383913724934E+00    0.871156791122888023E+02   -0.188651257173390015E+02   -0.545351353592721200E+01   -0.498641032169673970E+01   -0.206041783462652184E+02
    0.317882379427337269E+00    0.961470341057150790E+02   -0.186392343541254988E+02   -0.957415793544148386E+01   -0.400559430124057236E+01   -0.205942971197274503E+02
    0.317457192241327790E+00    0.763494660053681429E+02   -0.191829316871910294E+02   -0.393982366457352207E+01   -0.219676169528618681E+01   -0.205876603825170612E+02
    0.281638085204057365E+00    0.977113526460694004E+02   -0.186235799940730118E+02   -0.619020506659641523E+01    0.851582625957486350E+00   -0.205266422158124193E+02
    0.282976680262138958E+00    0.698926830728947834E+02   -0.193496206465721308E+02   -0.688216055265223403E+01   -0.183188914082210985E+01   -0.205118321986359824E+02
    0.271605309057835032E+00    0.831898306560601668E+02   -0.189929244445336209E+02   -0.872298550138244622E+01   -0.848180851653732581E+00   -0.204992836059723871E+02
    0.270423248870625910E+00    0.695409546841123074E+02   -0.193824837615833658E+02   -0.508616192323008498E+01   -0.517167576306210286E+01   -0.204738530185318446E+02
    0.272667260997022320E+00    0.966687242178288102E+02   -0.186674710071196941E+02   -0.639239926345997134E+01   -0.899525568809101728E+00   -0.204684883151374315E+02
    0.341484680529758500E+00    0.788438313597192177E+02   -0.190776910009213054E+02   -0.487137085359911559E+01   -0.555259377143052735E+01   -0.204472522083165522E+02
    0.271272842120391489E+00    0.735128288970616666E+02   -0.192609559673830546E+02   -0.929413565322534652E+01    0.713440589739792408E+00   -0.204280832136365902E+02
    0.345986088681076276E+00    0.928825746909269583E+02   -0.187530065370242767E+02   -0.403081219334607610E+01   -0.307727123965844873E+01   -0.203834802784710512E+02
    0.333025019474988970E+00    0.856531696612023410E+02   -0.188883634419560877E+02   -0.931146301428144341E+01   -0.348202537320601291E+01   -0.203750657422136285E+02
    0.332403600420483503E+00    0.514091475534343445E+02   -0.200148428313291262E+02   -0.762864340334645430E+01   -0.334569344632365961E+01   -0.203712387887303450E+02
    0.298861748653877490E+00    0.713272152197321248E+02   -0.193450104100640630E+02   -0.407080745721198412E+01   -0.433368250995528825E+01   -0.203584551348895104E+02
    0.316125068083987548E+00    0.623713175281358616E+02   -0.196069342975076459E+02   -0.606024518519257960E+01   -0.220709244415884509E+01   -0.203522601554075102E+02
    0.293227568163885066E+00    0.503158156649610362E+02   -0.200785535797876626E+02   -0.386513421089086862E+01   -0.581788442376557757E+01   -0.203454966297332724E+02
    0.329846755535983971E+00    0.867928417466011695E+02   -0.188886739867740232E+02   -0.495651572364833815E+01    0.842946066771134817E+00   -0.203354943199634555E+02
    0.300630200904114742E+00    0.774064646347011944E+02   -0.191171924091113610E+02   -0.929186525890669301E+01   -0.476425003437901573E+01   -0.203124912676661928E+02
    0.335625766705484108E+00    0.613283424378277147E+02   -0.196143693632218437E+02   -0.726780289693248704E+01   -0.122805389143937749E+01   -0.202991365320677275E+02
    0.336388599589047432E+00    0.548557415780068993E+02   -0.198696044951152544E+02   -0.730094164192827133E+01   -0.302112325595788578E+01   -0.202834873882157574E+02
    0.334750869624005465E+00    0.814600069943719802E+02   -0.190136977811359245E+02   -0.603079702998445111E+01    0.121465479403844778E+01   -0.202788831324751477E+02
    0.292075482747131743E+00    0.770355527158967419E+02   -0.191631052632588066E+02   -0.473062579944504513E+01   -0.542661081472866691E+01   -0.202470097533483226E+02
    0.329355919789594997E+00    0.620866995473345966E+02   -0.196075846444636639E+02   -0.604614362635691993E+01   -0.582716309939264665E+01   -0.202155225665975742E+02
    0.323693080306671321E+00    0.574369696251223587E+02   -0.197816907069643015E+02   -0.578779282596237810E+01    0.158195560117821366E+01   -0.202138742337418407E+02
    0.317661707635984336E+00    0.904923584806718111E+02   -0.187714572472349275E+02   -0.737210787727963890E+01   -0.429452466848515968E+01   -0.202036027688637816E+02
    0.272522473271529897E+00    0.958482517636849423E+02   -0.186753434661296289E+02   -0.657134342112107994E+01    0.191271537201559827E+01   -0.201969213153126184E+02
    0.273173591123594517E+00    0.514819743031808414E+02   -0.200237390488923097E+02   -0.685243470032600399E+01   -0.373531677243809312E+00   -0.201952754482556216E+02
    0.295522180104460352E+00    0.867607198745604364E+02   -0.188726224788681520E+02   -0.609003357956067060E+01   -0.319110889143390830E+01   -0.201862858998651831E+02
    0.295848804713024716E+00    0.534827596028503507E+02   -0.199498442385192689E+02   -0.591580471645506822E+01   -0.288941972734055730E+01   -0.201742445085254722E+02
    0.272813962916707509E+00    0.913354312532422341E+02   -0.187794090696490734E+02   -0.776095958872051384E+01    0.477925117966567115E+00   -0.201607802402152068E+02
    0.273998856851417671E+00    0.682397853673910078E+02   -0.194236185873896687E+02   -0.559617300395562989E+01   -0.568600643407675843E+01   -0.201496796927767932E+02
    0.284470929292506336E+00    0.634171610406637853E+02   -0.195895439627268360E+02   -0.487382392858570679E+01    0.182766309044547626E+01   -0.201345707049168148E+02
    0.339722255885514413E+00    0.717563362599935601E+02   -0.192808278749979038E+02   -0.622139196717145815E+01    0.169507063756106113E+01   -0.201336925127120061E+02
    0.338616921147436190E+00    0.599799781627510384E+02   -0.196724306583232575E+02   -0.586487802415541903E+01   -0.243803613323800583E+01   -0.201313249946309654E+02
    0.322899506117716228E+00    0.523945758904314474E+02   -0.199805918326441656E+02   -0.995305532480136002E+01   -0.583298518281321066E-01   -0.201137292863237711E+02
    0.330991418689030925E+00    0.869284374788864085E+02   -0.188567107472270692E+02   -0.986605280912140969E+01    0.166755233217112497E+01   -0.201100181616058435E+02
    0.327397523052442796E+00    0.931268327618044225E+02   -0.187229508765784303E+02   -0.454409226857235105E+01   -0.132212807110873243E+00   -0.201078151668460734E+02
    0.282511400092840592E+00    0.828751748492759361E+02   -0.189806890873229079E+02   -0.940895929212745052E+01   -0.280794919700056100E+01   -0.200769784428584011E+02
    0.311288004797323881E+00    0.518051773147330508E+02   -0.200119827497278138E+02   -0.771290735008135719E+01   -0.555759341981876887E+01   -0.200678675390787760E+02
    0.284825653603910378E+00    0.993782589364713687E+02   -0.185845936302857382E+02   -0.791080055841140251E+01   -0.494787950998847670E+01   -0.200604583242864685E+02
    0.303234683537364547E+00    0.715238174132805256E+02   -0.192879412041385692E+02   -0.706458856233139620E+01   -0.592040955475220976E+01   -0.200383667954821476E+02
    0.302095542235327641E+00    0.624473969125704400E+02   -0.196105225501610896E+02   -0.751776862657144473E+01    0.250013510805201733E+00   -0.200322380533045603E+02
    0.329223477462727177E+00    0.597448858447641271E+02   -0.196907513262346328E+02   -0.650969115530780140E+01   -0.269002681786019560E+01   -0.200300939453508420E+02
    0.339300329781252685E+00    0.946102519373077939E+02   -0.186794350713899675E+02   -0.828599332306758996E+01   -0.618122323109609795E+00   -0.200185496347783598E+02
    0.271090199330852100E+00    0.813651344195734509E+02   -0.190376534328627578E+02   -0.652533117991728062E+01    0.810890252241391885E+00   -0.200060278980031647E+02
    0.305101041557002184E+00    0.905754329676257015E+02   -0.188168617607873898E+02   -0.430970626193182227E+01    0.101733996534798443E+01   -0.200009977182853582E+02
