    0.283105660812052240E+00    0.607566824971247925E+02   -0.196977960918206634E+02    0.960983725334898398E+00   -0.296997697434056462E+02
    0.365844708421616704E+00    0.958879373928612608E+02   -0.186325288363381318E+02    0.467453774149164225E+00   -0.283152425951251132E+02
    0.216747288253303999E+00    0.836719026051789285E+02   -0.190105005398736147E+02    0.146059139450140735E+00   -0.281943963488166389E+02
    0.290772514948260674E+00    0.763305777587743393E+02   -0.191920980478655778E+02    0.404940985187545122E+00   -0.277477967074285345E+02
    0.259566999628343675E+00    0.895265489163201522E+02   -0.188193042785869515E+02    0.469982717184906085E-01   -0.269171356351253870E+02
    0.380017564746825798E+00    0.674866365789266780E+02   -0.193886042692704201E+02    0.322196109836562716E+00   -0.266675087082635436E+02
    0.340967777713388265E+00    0.952350814262571674E+02   -0.186558899985264866E+02    0.357880815673220221E+00   -0.266271962631475034E+02
    0.408036412925802450E+00    0.573144570358331293E+02   -0.197404895843039725E+02    0.777793286612892931E+00   -0.265274495810635500E+02
    0.383919925122120809E+00    0.511108557768795251E+02   -0.199927165125474140E+02    0.525670189640704666E+00   -0.261347538663732415E+02
    0.413034112235519446E+00    0.546843102179309355E+02   -0.198498891164147011E+02    0.634753401044679588E+00   -0.261174726739012648E+02
    0.353602584817646504E+00    0.550082669304975624E+02   -0.198718247820875753E+02    0.483613899877034181E+00   -0.259263716481892459E+02
    0.312022307444721980E+00    0.745536263304688021E+02   -0.191959724514826746E+02    0.221853082152459358E+00   -0.256231161007560821E+02
    0.332252216961982261E+00    0.565806622426550803E+02   -0.197860687284991883E+02    0.238801566977382779E+00   -0.255828375548337057E+02
    0.358599126338958740E+00    0.638203054666519165E+02   -0.195183736085891724E+02    0.422661483287811279E+00   -0.255421467625325498E+02
    0.295755634494096142E+00    0.716118937812417755E+02   -0.193076005053422506E+02    0.895488566101402705E+00   -0.255407982237830282E+02
    0.363756467303407716E+00    0.692476611625278338E+02   -0.193418483756429858E+02    0.557181114243964992E+00   -0.255174921981201734E+02
    0.399184562579540381E+00    0.591250209864465859E+02   -0.196914446907956950E+02    0.609961076747932429E+00   -0.254873980281078438E+02
    0.307443875896436403E+00    0.522057377685050952E+02   -0.200055271518901066E+02    0.437422455649542741E+00   -0.253016524748104992E+02
    0.247417637536588519E+00    0.709455276034070579E+02   -0.193510600510973561E+02    0.500707654538692482E+00   -0.251411888442950371E+02
    0.294786366701938696E+00    0.610908499746614950E+02   -0.196751631494971448E+02    0.834954584314007153E+00   -0.250612600182264949E+02
    0.413957451168975810E+00    0.703336678811888305E+02   -0.192994496316978399E+02    0.700979925610743182E+00   -0.250523482007389724E+02
    0.285321455408476699E+00    0.541780703723557693E+02   -0.199301173976610215E+02    0.122711266626337009E+00   -0.250376180488097013E+02
    0.408541628750185459E+00    0.590068298422783499E+02   -0.196808143943107403E+02    0.818294979290820956E+00   -0.250191345828109810E+02
    0.365299830598028175E+00    0.700974950638417482E+02   -0.193503912147785719E+02    0.925252471472169491E+00   -0.250142337789279878E+02
    0.299228651688776104E+00    0.712153758359988984E+02   -0.193162322015798793E+02    0.824634972207206607E+00   -0.249947053794236105E+02
    0.316758204466800697E+00    0.726936541320834806E+02   -0.192487007911357573E+02    0.178671603072771967E+00   -0.248909505771409023E+02
    0.274689456816383570E+00    0.963575966144370994E+02   -0.186763107480735613E+02    0.609212396860220884E+00   -0.248396521296668347E+02
    0.239060835177181352E+00    0.634701441015771834E+02   -0.196020297366868235E+02    0.212814640793649978E+00   -0.248008442484028180E+02
    0.323943024015431624E+00    0.507465022752692789E+02   -0.200547370599366452E+02    0.168608639237275371E+00   -0.247401354174166990E+02
    0.323858983242298948E+00    0.546162584080672318E+02   -0.198760495132210444E+02    0.851479568830987077E+00   -0.247315570664592421E+02
    0.270046312696934687E+00    0.655941034270164778E+02   -0.195005491479161819E+02    0.428210585915127728E+00   -0.246792757605728923E+02
    0.385175052973567633E+00    0.899455646464253959E+02   -0.187780494239538811E+02    0.946381582477435424E+00   -0.246556881554287486E+02
    0.264390327613634735E+00    0.615714181265841489E+02   -0.196350200774494041E+02    0.187822834760004470E+00   -0.245683926988978314E+02
    0.355045230366343112E+00    0.625288486414994082E+02   -0.195931722153478418E+02    0.526834662417912436E+00   -0.245641328664018737E+02
    0.306771827117210794E+00    0.724743048943016674E+02   -0.192746852830703865E+02    0.815375873915766047E+00   -0.245501354804950864E+02
    0.420373054885074260E+00    0.637456353704057221E+02   -0.195157688372399711E+02    0.911364150185205668E+00   -0.245151017367389485E+02
    0.343724268510780528E+00    0.590465254189802238E+02   -0.196996998489131023E+02    0.870327626239055796E+00   -0.244982224901838599E+02
    0.344308086037821592E+00    0.804445706620433896E+02   -0.190631631166149162E+02    0.947689618541452949E+00   -0.244946264238617033E+02
    0.302456145362744178E+00    0.627054272380976983E+02   -0.195761102643247398E+02    0.192930150554622398E+00   -0.244585159272939485E+02
    0.401537996755815196E+00    0.655579451049972448E+02   -0.194707926188815463E+02    0.797614972189148896E+00   -0.244466489097986823E+02
    0.303149753908347364E+00    0.575004509434801037E+02   -0.197979607114144756E+02    0.498747773379857651E+00   -0.243819059958799897E+02
    0.411375442020119442E+00    0.924672416667606143E+02   -0.187279691274167064E+02    0.836685287117102994E+00   -0.243522280076518776E+02
    0.273934759249122972E+00    0.570572677253141549E+02   -0.198004153047945337E+02    0.444063899327004852E+00   -0.242975250231768243E+02
    0.378019408761898490E+00    0.555976186724754697E+02   -0.198362607812278497E+02    0.644924351087682757E+00   -0.242916831616651194E+02
    0.427657276517148188E+00    0.897312543512777694E+02   -0.187860024253562266E+02    0.953640076935020620E+00   -0.242573602978436504E+02
    0.239737146752281194E+00    0.708596730091182962E+02   -0.193506546092277532E+02    0.230686302152069284E+00   -0.242305972815099331E+02
    0.290690370874375381E+00    0.659919780554994020E+02   -0.194859144534194328E+02    0.814236252408391925E+00   -0.242114700550005715E+02
    0.402678218879722216E+00    0.903191799283015797E+02   -0.187810868471497940E+02    0.777622669703385117E+00   -0.241708597210884193E+02
    0.328016879011950868E+00    0.737315287014445317E+02   -0.192136482070521879E+02    0.135373963972011874E+00   -0.241569178177755042E+02
    0.401380043166598810E+00    0.968819334898091000E+02   -0.186202644091090974E+02    0.499398011466312242E+00   -0.241494649641125712E+02
