z dmu
0.025 0.016529350568539276
0.034999999999999996 0.011745892156275951
0.045 0.009410203617174678
0.05499999999999999 0.00791529620741014
0.065 0.0068744667944387015
0.07499999999999998 0.0062534820493546734
0.08499999999999999 0.005848576600944494
0.095 0.005708152931855899
