    0.295406785640377922E+00   -0.585538630484633416E+01    0.279113697875501998E+01   -0.109693188405632753E+02
    0.305149660970052083E+00   -0.439863763993456924E+01   -0.525252178499245304E+01   -0.100553369103172230E+02
    0.303672184329086048E+00   -0.673728277318347324E+01   -0.270608938146378541E+01   -0.865296164847757865E+01
    0.303655916981471985E+00   -0.930601112115835427E+01    0.192484922916217460E+01   -0.863787302142904423E+01
    0.303359403738492295E+00   -0.629131553154642464E+01   -0.132730606155227893E+01   -0.739360866761146518E+01
    0.303878699842929978E+00   -0.504324055584157982E+01   -0.111453887347750857E+01   -0.738935324119994874E+01
    0.296361929851010120E+00   -0.736977904815456952E+01   -0.977942461826000198E+00   -0.732932741282895606E+01
    0.296372997449475206E+00   -0.982970534238408078E+01   -0.392751957106945770E+01   -0.729905163110320920E+01
    0.303251000025987039E+00   -0.712358168692875715E+01    0.296875982784456482E+01   -0.712608507155218085E+01
    0.296434571442235784E+00   -0.838889557637896033E+01   -0.208479166261880344E+01   -0.708444842540156206E+01
    0.296440839115544141E+00   -0.679731798422311151E+01    0.242951590391385963E+01   -0.703265307675252327E+01
    0.303193979879672670E+00   -0.755663723403344534E+01   -0.394195204101521002E+01   -0.695102750896001798E+01
    0.296419161010431642E+00   -0.587745171490262042E+01   -0.285147701967235534E+01   -0.688654394141966719E+01
    0.303172568286389776E+00   -0.661820103617326616E+01    0.121862064234319423E+01   -0.680895729822364704E+01
    0.296520031071917378E+00   -0.634377015617522311E+01   -0.410634676017523681E+01   -0.670929822203547932E+01
    0.296545824637193811E+00   -0.990905860929250792E+01    0.255812784685689110E+01   -0.670863620227301727E+01
    0.303108910317847480E+00   -0.686707448269513687E+01   -0.568961187217128739E+00   -0.663315361836844009E+01
    0.303076356175027484E+00   -0.968983816733511105E+01   -0.362271361206302123E+01   -0.656447879578385951E+01
    0.296613562317851520E+00   -0.781721595646510359E+01   -0.257843367377750843E+01   -0.648248494122361496E+01
    0.296212463251765368E+00   -0.503829481974205606E+01   -0.243240815254426357E+01   -0.645092941477535398E+01
    0.296631821572481080E+00   -0.785200503816875184E+01   -0.248531307507673072E+01   -0.642335045940663196E+01
    0.296684354539787865E+00   -0.798407197419791359E+01    0.521706594414083291E+00   -0.625508693593264820E+01
    0.303775154647038026E+00   -0.484542962180646697E+01   -0.348982676312863216E+01   -0.618466081291797032E+01
    0.296584892327976357E+00   -0.559180429409038204E+01    0.216967186926554767E+01   -0.617459326321903212E+01
    0.303622392884803194E+00   -0.480880461871772802E+01    0.110836670433087026E+01   -0.615233916194507824E+01
    0.303142656594601878E+00   -0.558545269243881926E+01   -0.267335086508928610E+01   -0.613862752078296037E+01
    0.302942747013820457E+00   -0.737952017652994563E+01    0.254419507320615779E+01   -0.612031813494239607E+01
    0.296730579085074164E+00   -0.803812222972605994E+01   -0.161692905676846532E+01   -0.610908508766362868E+01
    0.296580546981716542E+00   -0.554800606075020042E+01   -0.444055386860214263E+01   -0.608289734470277565E+01
    0.302920607932249952E+00   -0.840319077871854248E+01   -0.294107708104932764E+01   -0.606427725491475744E+01
    0.302923760264643849E+00   -0.730582201689549837E+01    0.247132893765709127E+00   -0.606046017107521440E+01
    0.296677018194282216E+00   -0.589736222689022149E+01    0.142234736721874899E+01   -0.603747799863391243E+01
    0.303043513612928972E+00   -0.581928813227490949E+01   -0.124079179659116967E+00   -0.603021776105348994E+01
    0.296564563882637799E+00   -0.537557819183766217E+01   -0.280693419790355891E+01   -0.588908461778861891E+01
    0.296802628845106220E+00   -0.876016657623377704E+01    0.141391397683639841E+01   -0.588686006096367631E+01
    0.296778719267927538E+00   -0.640689957828414780E+01   -0.340947920672272708E+01   -0.588469530458171075E+01
    0.296838276291743530E+00   -0.778636628689860988E+01    0.738132620848865884E+00   -0.577502826390135304E+01
    0.297114508232896868E+00   -0.434104360639225195E+01   -0.179231506087631409E+01   -0.576334675162449095E+01
    0.296858645808141530E+00   -0.756144150819396366E+01   -0.230195228245375194E+01   -0.571137886094199754E+01
    0.303211987018585205E+00   -0.522929728031158447E+01   -0.206068897247314453E+01   -0.560316767494110657E+01
    0.296924754860196316E+00   -0.773270658342379669E+01   -0.180001951763548274E+01   -0.551622728319448541E+01
    0.296932463360519816E+00   -0.741766802529692981E+01   -0.313698074439956720E+01   -0.548976048738505806E+01
    0.296945779539854238E+00   -0.906916121374571738E+01    0.194002914926299486E+01   -0.545814277293323702E+01
    0.296968544368415077E+00   -0.896719182435050399E+01    0.133764258548646797E+01   -0.539179878811809132E+01
    0.302891060418349345E+00   -0.559107103017827978E+01   -0.484119219200985818E+01   -0.539092977155942776E+01
    0.296971369260362938E+00   -0.901404405819579857E+01   -0.259207039463070332E+01   -0.538364372241164268E+01
    0.296973701848137928E+00   -0.749803276116825934E+01   -0.264391054719355179E+01   -0.537068903033636502E+01
    0.296988041952138904E+00   -0.772439013873624081E+01   -0.658642169778810960E+00   -0.533170482838452564E+01
    0.303595341017509790E+00   -0.480585330992969695E+01   -0.337546552866331107E+01   -0.530117648553261134E+01
    0.296988867946027302E+00   -0.663793320299911027E+01    0.134651355663815409E+01   -0.528475789052705736E+01
    0.297007731458203084E+00   -0.924512402972645653E+01   -0.385579729725300968E+01   -0.527902852702558789E+01
    0.302687314310254640E+00   -0.646094911422521179E+01   -0.309153380293256452E+01   -0.527720605887171601E+01
    0.297007182603507947E+00   -0.694388574170000439E+01   -0.599488975953677894E+01   -0.525977744822133264E+01
    0.297017930128452290E+00   -0.706544432458706861E+01   -0.594853554962852815E+01   -0.523415933083432616E+01
    0.297032728170440186E+00   -0.993444382984148788E+01    0.447991947187008854E+00   -0.520791744061801420E+01
    0.297015622608953811E+00   -0.663658465102691331E+01    0.120353552493725946E+01   -0.520775870109086014E+01
    0.302631793828019191E+00   -0.800558424065417107E+01   -0.428650438586958060E+00   -0.520170464892341577E+01
    0.302622875364478017E+00   -0.950240471152027588E+01   -0.254736164563951473E+01   -0.517917992791710802E+01
    0.297046090690591624E+00   -0.726732837761577244E+01   -0.476198200530539228E+01   -0.515982633844746186E+01
    0.302614649782174505E+00   -0.803771926202205478E+01    0.143670724324261467E+01   -0.515317734053792709E+01
    0.302612859531650347E+00   -0.752278976404392186E+01   -0.425460706309989334E+01   -0.514387534138320568E+01
    0.302613606557468440E+00   -0.707745919589043471E+01   -0.300566049288903292E+01   -0.513216631161858583E+01
    0.296446600893650825E+00   -0.451451230300915540E+01   -0.233339484485353710E+01   -0.511312611379368231E+01
    0.302641187697175240E+00   -0.637199292139071893E+01    0.175188306999500831E+01   -0.509742192809534345E+01
    0.300182355072769524E+00   -0.402549396746402977E+01   -0.555382498529087698E+01   -0.503998490311129999E+01
    0.297050203800562018E+00   -0.619081823229804673E+01   -0.153491540803066950E+01   -0.502707168596816434E+01
    0.297129775621865599E+00   -0.953952157180065008E+01    0.101528254988264344E+01   -0.493745987615042381E+01
    0.302546739288047761E+00   -0.657727139503321467E+01   -0.296193445274564926E+01   -0.490103822937967859E+01
    0.297141682077871672E+00   -0.756641398857976366E+01   -0.157470072803000249E+01   -0.489935637905600174E+01
    0.297145815119982060E+00   -0.828093461301545908E+01   -0.431703290335142587E+01   -0.489273012091846482E+01
    0.302529929928389452E+00   -0.690165762600991961E+01    0.176702827904564153E+01   -0.488123210288958020E+01
    0.302541711668040947E+00   -0.655563247697168272E+01    0.904690066596943510E+00   -0.486982686491522543E+01
    0.297155230487270494E+00   -0.965275455923642056E+01   -0.588305434576493003E+01   -0.486813062180287570E+01
    0.302502238488759290E+00   -0.817171896913499296E+01    0.442830068681550060E+00   -0.484382652939058289E+01
    0.297082174516167863E+00   -0.594078295526631628E+01    0.923083475871338877E+00   -0.483604358137155277E+01
    0.302291670866211726E+00   -0.405839416509744666E+01   -0.557894551035187636E+01   -0.482566249061615871E+01
    0.296933776329894039E+00   -0.543689007694379356E+01   -0.110703106356554049E+01   -0.481024010008667613E+01
    0.297059739151389834E+00   -0.574814610881588539E+01   -0.266698091464543996E+01   -0.478396449128447010E+01
    0.302479704034297359E+00   -0.835237454594631856E+01    0.172304820142596604E+01   -0.478374531681750703E+01
    0.297190968412228640E+00   -0.717626985065379230E+01   -0.210949725725414794E+01   -0.475819647753687569E+01
    0.302484388059262199E+00   -0.677980667117537372E+01   -0.203565682744654275E+01   -0.475461620771813998E+01
    0.296546369579032465E+00   -0.486529346094682769E+01   -0.327019224240147333E+01   -0.474400224235138168E+01
